SerialNumber,PartNumber,ReceiverLine,ReceiverStation,AcquisitionDuration,SegmentCount,CSACLolCount,MinutesTillFirstCSACLol,StartPhaseMeasurementNS,AcqStartTimeDTUTC,FirstCSACLolDTUTC,LastCSACLolDTUTC,AcqEndTimeDTUTC,EndPhaseMeasurementNS,CSACAlarmCount,NumberOfLogRecords,AvgHeaterPower,MaxHeaterPower,BatteryChargeLevelInitial,BatteryChargeLevelFinal,BatteryDischargeRatePerHour,InitialHumidity,FinalHumidity,HumidityChange
8508,280720001,1757,5450,d27 h04 m25 s22,1,0,0,1366270408000000000,4/23/2023 7:33:10,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 11:58:32,1368619130000000000,0,3916,10.34433,10.57,100,15,0.1302836,23.68584,25.95362,2.26778
8448,280720001,1757,5458,d27 h05 m30 s28,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 11:58:47,1368619145000000000,0,3924,11.71911,11.92,100,14.66667,0.1305774,21.31216,23.48379,2.171629
2621,280720001,1757,5466,d27 h05 m30 s44,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 11:59:03,1368619161000000000,0,3924,11.12761,11.34,100,16,0.1285362,26.48502,29.22578,2.740757
8433,280720001,1757,5474,d27 h05 m30 s36,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 11:58:55,1368619153000000000,0,3924,14.30566,14.57,100,13.66667,0.1321071,24.69299,27.45929,2.766296
367,280720001,1757,5482,d27 h05 m31 s01,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 11:59:20,1368619178000000000,0,3924,11.71393,11.94,100,20.33333,0.1219045,24.71241,27.61707,2.904654
8098,280720001,1757,5490,d27 h05 m33 s59,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:02:18,1368619356000000000,0,3924,11.76343,11.98,100,22.33333,0.1188352,23.76798,26.57703,2.80905
6375,280720001,1757,5498,d27 h05 m35 s30,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:03:49,1368619447000000000,0,3476,13.94541,14.17,100,50.66667,0.07548036,23.42377,25.48157,2.0578
1409,280720001,1757,5506,d27 h05 m31 s12,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 11:59:31,1368619189000000000,0,3924,12.50584,12.74,100,6.666667,0.1428163,30.13339,33.92634,3.792944
7367,280720001,1757,5514,d27 h05 m31 s39,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 11:59:58,1368619216000000000,0,3924,9.823382,10.01,100,22.66667,0.1183322,26.38099,30.94074,4.559752
210,280720001,1757,5522,d27 h16 m53 s46,1,0,0,1366225582000000000,4/22/2023 19:06:04,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 11:59:50,1368619208000000000,0,3992,13.3841,13.66,96.66666,13.33333,0.1253328,24.5449,26.9902,2.445297
7045,280720001,1757,5530,d27 h05 m31 s49,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:00:08,1368619226000000000,3921,3924,11.13716,11.35,100,19.66667,0.1229221,26.58943,30.48625,3.89682
4176,280720001,1757,5538,d27 h16 m54 s12,1,0,0,1366225581000000000,4/22/2023 19:06:03,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:00:15,1368619233000000000,3990,3992,10.72993,10.94,100,37,0.09475062,13.49021,15.76658,2.276367
3306,280720001,1757,5546,d27 h16 m54 s21,1,0,0,1366225581000000000,4/22/2023 19:06:03,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:00:24,1368619242000000000,0,3992,11.65231,11.9,100,23.66667,0.1148032,25.89697,28.38765,2.490686
2540,280720001,1757,5554,d27 h16 m54 s27,1,0,0,1366225582000000000,4/22/2023 19:06:04,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:00:31,1368619249000000000,3990,3992,10.31406,10.52,100,18,0.1233254,19.64879,21.89528,2.246481
7330,280720001,1757,5562,d27 h16 m54 s34,1,0,0,1366225582000000000,4/22/2023 19:06:04,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:00:38,1368619256000000000,0,3992,10.9079,11.12,100,20.33333,0.1198158,23.99623,26.39953,2.403297
15918,280720003,1757,5570,d27 h16 m54 s39,1,0,0,1366225582000000000,4/22/2023 19:06:04,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:00:43,1368619261000000000,0,3992,15.4305,15.77,100,27.33333,0.1092878,32.23366,36.57206,4.338402
4071,280720001,1757,5578,d27 h16 m54 s53,1,0,0,1366225582000000000,4/22/2023 19:06:04,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:00:57,1368619275000000000,0,3992,12.79666,13.05,100,17.33333,0.1243267,29.7214,33.28067,3.559271
8364,280720001,1757,5586,d27 h16 m54 s59,1,0,0,1366225581000000000,4/22/2023 19:06:03,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:01:02,1368619280000000000,0,3992,10.38956,10.61,100,14,0.1293396,17.13573,19.61386,2.478132
6848,280720001,1757,5594,d27 h17 m01 s51,1,0,0,1366225582000000000,4/22/2023 19:06:04,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:07:55,1368619693000000000,0,3992,13.71646,13.98,100,18.66667,0.1223001,23.41594,26.30723,2.891296
1747,280720001,1757,5602,d27 h05 m33 s02,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:01:21,1368619299000000000,0,3924,15.1332,15.39,98.66666,7.333333,0.1397495,28.6329,31.76647,3.133572
2223,280720001,1757,5610,d27 h06 m24 s25,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:52:44,1368622382000000000,0,3924,18.25049,18.61,100,6.666667,0.1426228,26.9157,29.37241,2.456705
2526,280720001,1757,5618,d27 h05 m57 s07,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:25:26,1368620744000000000,0,3924,13.27404,13.51,100,10.33333,0.1371151,26.20102,28.12251,1.921488
2168,280720001,1757,5626,d27 h06 m23 s30,2,1,-745301.083333333,1366266517000000000,4/23/2023 6:28:19,11/21/2021 16:47:14,11/21/2021 16:47:14,5/20/2023 12:51:49,1368622327000000000,0,3928,12.86103,13.09,100,12,0.134476,28.31263,30.60056,2.287926
2769,280720001,1757,5634,d27 h06 m05 s53,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:34:12,1368621270000000000,0,3928,12.50268,12.71,100,7.666667,0.1411613,29.75849,32.39882,2.640327
4073,280720001,1757,5642,d27 h05 m52 s42,1,0,0,1366266801000000000,4/23/2023 6:33:03,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:25:45,1368620763000000000,0,3924,19.71423,20.05,100,4.333333,0.1463065,28.99928,31.70372,2.704447
6532,280720001,1757,5650,d27 h06 m06 s46,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:35:05,1368621323000000000,0,3924,11.45932,11.67,100,19.33333,0.1233223,26.71422,29.0698,2.355577
1450,280720001,1757,5658,d27 h05 m57 s58,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:26:17,1368620795000000000,0,3924,9.207141,9.46,100,11,0.1360927,31.057,34.15654,3.099533
7227,280720001,1757,5666,d27 h05 m57 s51,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:26:10,1368620788000000000,0,3924,10.55619,10.75,100,19.66667,0.1228406,20.2501,22.3602,2.110102
1284,280720001,1757,5674,d27 h05 m58 s19,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:26:38,1368620816000000000,0,3924,11.94586,12.17,100,14.33333,0.1309944,22.593,23.90545,1.312445
6918,280720001,1757,5682,d27 h05 m58 s13,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:26:32,1368620810000000000,0,3924,13.22756,13.47,95.33334,16,0.1213103,19.31188,20.33517,1.023291
1662,280720001,1757,5690,d27 h05 m58 s26,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:26:45,1368620823000000000,3924,3924,11.41421,11.67,100,15.33333,0.1294649,21.14619,22.43629,1.290098
1567,280720001,1757,5698,d27 h05 m58 s35,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:26:54,1368620832000000000,3924,3924,10.71869,10.95,100,17,0.1269159,20.25384,21.66492,1.411083
7941,280720001,1757,5706,d27 h05 m58 s43,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:27:02,1368620840000000000,0,3924,9.610745,9.83,98.66666,21.66667,0.1177408,27.56437,30.11398,2.549612
678,280720001,1757,5714,d27 h05 m58 s52,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:27:11,1368620849000000000,3924,3924,13.05987,13.31,99.33334,19,0.1228374,19.62541,21.09504,1.469637
7928,280720001,1757,5722,d27 h06 m10 s46,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:39:05,1368621563000000000,3925,3928,11.49667,11.72,98,22,0.1161761,18.89757,18.47903,-0.4185371
1406,280720001,1757,5730,d27 h06 m15 s35,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:43:54,1368621852000000000,0,3924,10.98326,11.2,100,19,0.123804,23.73405,25.73327,1.999222
7731,280720001,1757,5738,d27 h05 m59 s34,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:27:53,1368620891000000000,0,3924,10.43236,10.65,100,19.66667,0.1228352,18.28119,19.83315,1.551956
3728,280720001,1757,5746,d27 h05 m54 s43,1,772,29.4,1366266801000000000,4/23/2023 6:33:03,4/23/2023 7:02:27,5/20/2023 11:46:28,5/20/2023 12:27:46,1368620884000000000,1,3924,8.767871,8.96,100,23,0.1177529,23.69825,25.88897,2.19072
743,280720001,1757,5754,d27 h06 m19 s24,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:47:43,1368622081000000000,0,3924,10.18358,10.38,100,20,0.1222637,22.49236,24.46078,1.968428
7309,280720001,1757,5762,d27 h05 m59 s55,1,0,0,1366266517000000000,4/23/2023 6:28:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/20/2023 12:28:14,1368620912000000000,3924,3924,11.61426,11.85,100,31.33333,0.1049951,23.47134,26.44582,2.97448
